"No.","Time","Source","Destination","Protocol","Length","Info"
"290","2.140856","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=1 Ack=55 Win=64 Len=0 TSval=459604674 TSecr=2768076104"
"291","2.140868","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"292","2.140882","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=1 Ack=136 Win=64 Len=0 TSval=1803936053 TSecr=2029045987"
"293","2.140886","10.0.0.2","10.0.0.254","MQTT","88","Publish Message [temperature_data]"
"294","2.140933","10.0.0.254","10.0.0.2","TCP","66","1883  >  36947 [ACK] Seq=1 Ack=23 Win=64 Len=0 TSval=2662827567 TSecr=941982026"
"295","2.140962","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"296","2.140973","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=1 Ack=136 Win=64 Len=0 TSval=1803936053 TSecr=2029045987"
"297","2.141371","10.0.0.2","10.0.0.254","MQTT","88","Publish Message [temperature_data]"
"298","2.141421","10.0.0.254","10.0.0.2","TCP","66","1883  >  43871 [ACK] Seq=1 Ack=23 Win=64 Len=0 TSval=2662827567 TSecr=941982026"
"299","2.141433","10.0.0.3","10.0.0.254","MQTT","83","Publish Message [airflow_data]"
"300","2.141450","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=1 Ack=54 Win=64 Len=0 TSval=459604675 TSecr=2768076104"
"301","2.141458","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"302","2.141474","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=1 Ack=58 Win=64 Len=0 TSval=1135850577 TSecr=2248472342"
"303","2.141709","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"304","2.141733","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=1 Ack=58 Win=64 Len=0 TSval=1135850577 TSecr=2248472342"
"305","2.149433","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"306","2.155347","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"307","2.177348","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"308","2.177353","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"309","2.180226","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"310","2.207338","192.168.137.233","192.168.137.216","UDP","902","60014  >  56346 Len=860"
"311","2.230990","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"312","2.268072","192.168.137.233","192.168.137.216","UDP","454","60014  >  56346 Len=412"
"313","2.268113","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"314","2.286823","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"315","2.309707","192.168.137.233","192.168.137.216","UDP","406","60014  >  56346 Len=364"
"316","2.319609","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"317","2.329553","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"318","2.342571","ASIXElectron_23:55:40","VMware_b9:07:f6","ARP","42","Who has 10.0.0.14? Tell 10.0.0.254"
"319","2.343368","VMware_b9:07:f6","ASIXElectron_23:55:40","ARP","60","10.0.0.14 is at 00:0c:29:b9:07:f6"
"320","2.354888","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"321","2.360694","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"322","2.406970","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"323","2.419958","192.168.137.233","192.168.137.216","UDP","502","60014  >  56346 Len=460"
"324","2.419998","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"325","2.446629","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"326","2.458958","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"327","2.467653","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"328","2.484658","192.168.137.233","192.168.137.216","UDP","598","60014  >  56346 Len=556"
"329","2.511451","192.168.137.233","192.168.137.216","UDP","422","60014  >  56346 Len=380"
"330","2.511492","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"331","2.539835","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"332","2.562302","192.168.137.233","192.168.137.216","UDP","310","60014  >  56346 Len=268"
"333","2.587689","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"334","2.587694","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"335","2.589918","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"336","2.611358","192.168.137.233","192.168.137.216","UDP","454","60014  >  56346 Len=412"
"337","2.611358","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"338","2.676400","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"339","2.676439","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"340","2.706297","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"341","2.706337","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"342","2.730764","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"343","2.746458","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"344","2.751549","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"345","2.771066","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"346","2.771105","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"347","2.818269","192.168.137.233","192.168.137.216","UDP","390","60014  >  56346 Len=348"
"348","2.838433","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"349","2.860943","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"350","2.866466","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"351","2.866512","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"352","2.871130","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"353","2.897344","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"354","2.921298","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"355","2.951073","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"356","2.968058","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"357","2.968097","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"358","2.988458","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"359","2.992340","fe80::3d71:e0bf:dd72:311e","ff02::1:2","DHCPv6","157","Solicit XID: 0x016831 CID: 0001000127d47f6da4bb6d5cb7a9 "
"360","3.011793","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"361","3.027126","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"362","3.041499","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"363","3.061078","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"364","3.061078","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"365","3.089537","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"366","3.098040","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"367","3.118687","192.168.137.233","192.168.137.216","UDP","310","60014  >  56346 Len=268"
"368","3.141406","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"369","3.141505","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=1 Ack=73 Win=64 Len=0 TSval=459605675 TSecr=2768077104"
"370","3.141764","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"371","3.141833","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=1 Ack=77 Win=64 Len=0 TSval=1135851577 TSecr=2248473343"
"372","3.141841","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"373","3.141860","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=1 Ack=72 Win=64 Len=0 TSval=459605675 TSecr=2768077105"
"374","3.142140","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"375","3.142183","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=1 Ack=77 Win=64 Len=0 TSval=1135851577 TSecr=2248473343"
"376","3.142192","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"377","3.142211","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=1 Ack=181 Win=64 Len=0 TSval=1803937054 TSecr=2029046988"
"378","3.142534","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"379","3.142609","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=1 Ack=181 Win=64 Len=0 TSval=1803937055 TSecr=2029046988"
"380","3.142617","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"381","3.142632","10.0.0.254","10.0.0.14","TCP","66","1883  >  43379 [ACK] Seq=1 Ack=45 Win=64 Len=0 TSval=1139054154 TSecr=1037287004"
"382","3.142865","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"383","3.142881","10.0.0.254","10.0.0.14","TCP","66","1883  >  36405 [ACK] Seq=1 Ack=45 Win=64 Len=0 TSval=1139054154 TSecr=1037287004"
"384","3.156146","192.168.137.233","192.168.137.216","UDP","390","60014  >  56346 Len=348"
"385","3.156187","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"386","3.178993","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"387","3.182010","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"388","3.206334","192.168.137.233","192.168.137.216","UDP","454","60014  >  56346 Len=412"
"389","3.216793","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"390","3.235047","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"391","3.238958","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"392","3.267987","192.168.137.233","192.168.137.216","UDP","950","60014  >  56346 Len=908"
"393","3.307344","192.168.137.216","192.168.137.233","TCP","90","49806  >  6668 [PSH, ACK] Seq=1 Ack=1 Win=2048 Len=24 TSval=4015784027 TSecr=8399862"
"394","3.309141","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"395","3.309181","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"396","3.313396","192.168.137.216","192.168.137.233","TCP","66","49806  >  6668 [ACK] Seq=25 Ack=29 Win=2047 Len=0 TSval=4015784033 TSecr=8400862"
"397","3.320097","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"398","3.354489","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"399","3.366560","ASIXElectron_23:55:40","VMware_b9:07:00","ARP","42","Who has 10.0.0.2? Tell 10.0.0.254"
"400","3.367453","VMware_b9:07:00","ASIXElectron_23:55:40","ARP","60","10.0.0.2 is at 00:0c:29:b9:07:00"
"401","3.371867","192.168.137.233","192.168.137.216","UDP","358","60014  >  56346 Len=316"
"402","3.372463","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"403","3.388918","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"404","3.410782","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"405","3.410828","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"406","3.447503","192.168.137.216","192.168.137.255","UDP","129","7000  >  7000 Len=87"
"407","3.463419","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"408","3.465574","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"409","3.482084","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"410","3.510164","192.168.137.233","192.168.137.216","TCP","94","[TCP Spurious Retransmission] 6668  >  49806 [PSH, ACK] Seq=1 Ack=25 Win=6516 Len=28 TSval=8400862 TSecr=4015784027"
"411","3.510203","192.168.137.233","192.168.137.216","UDP","342","60014  >  56346 Len=300"
"412","3.511717","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"413","3.526500","34.206.185.226","192.168.137.210","TCP","66","[TCP ACKed unseen segment] 443  >  44522 [ACK] Seq=40 Ack=83 Win=123 Len=0 TSval=742870788 TSecr=2565592"
"414","3.526721","34.206.185.226","192.168.137.210","TLSv1.2","101","Application Data"
"415","3.539788","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"416","3.540802","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"417","3.563283","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"418","3.563323","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"419","3.574499","192.168.137.233","8.8.8.8","DNS","73","Standard query 0x0c0c A m2.tuyaus.com"
"420","3.577787","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"421","3.604405","192.168.137.233","192.168.137.216","UDP","374","60014  >  56346 Len=332"
"422","3.632881","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"423","3.666727","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"424","3.671507","192.168.137.233","192.168.137.216","UDP","182","60014  >  56346 Len=140"
"425","3.671507","192.168.137.233","192.168.137.216","UDP","214","60014  >  56346 Len=172"
"426","3.671507","192.168.137.233","192.168.137.216","UDP","166","60014  >  56346 Len=124"
"427","3.672827","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"428","3.672827","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"429","3.674237","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"430","3.674237","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"431","3.674279","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"432","3.685568","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"433","3.687716","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"434","3.689051","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"435","3.689051","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"436","3.694069","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"437","3.694069","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"438","3.697152","192.168.137.210","34.206.185.226","TCP","105","[TCP Spurious Retransmission] 44522  >  443 [PSH, ACK] Seq=44 Ack=40 Win=189 Len=39 TSval=2565592 TSecr=742867815"
"439","3.698790","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"440","3.698790","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"441","3.698790","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"442","3.698790","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"443","3.700538","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"444","3.707575","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"445","3.708927","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"446","3.708927","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"447","3.713058","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"448","3.713058","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"449","3.713058","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"450","3.713824","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"451","3.715420","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"452","3.715420","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"453","3.716989","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"454","3.716989","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"455","3.717311","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"456","3.717311","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"457","3.718956","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"458","3.718956","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"459","3.720487","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"460","3.720487","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"461","3.723210","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"462","3.723210","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"463","3.723210","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"464","3.723210","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"465","3.723210","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"466","3.725008","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"467","3.727387","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"468","3.727387","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"469","3.732603","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
